tagcompany,tagname,tagdate,tagorg,tagrank,tagsuper,tagtel,tagloc,tagrot,tagwc,tagtask,taghead,tagceo
포스코터미날,김재훈,모레,2도금공장,제철소장,Junior PCP,010-1234-1268,,D조,안식월,3기/A조/CDQ 운전 및 관리,자재구매실장,POSCO-AAPC(알라바마)법인장
포스코아이씨티,김정곤,어제,3도금공장,주임급,PCE,010-6271-4715,,A조,휴무,3기/A조/이동기기 운전 및 관리,국내사업실장,POSCO-Africa(남아공)법인장
부산E&E,김정기,오늘,기술부,주임대우,PCP,010-333-1268,,B조,연차,3기/B조 이동기기운전및관리,노무실장,POSCO-America(미국)대표법인장
포스코대우,김정남,내일,EIC기술부,추진단장,Senior PCE,010-3245-6305,,C조,교육,3기/B조/CDQ  운전 및 관리,법무상무,POSCO-Asia(홍콩)법인장
엔투비,김정문,모레,선강설비그룹,파트장급,Senior PCP,010-2347-1268,,D조,반차,3기/B조/CDQ 운전 및 관리,스텐레스부소장,POSCO-Australia(호주)법인장
메가에셋,김정민,어제,압연설비그룹,파트장대우,공장장,010-5672-1358,,A조,출장,3기/B조/이동기기 및 CDQ 업무 관리(주임),포항안전부소장,POSCO-Canada(캐나다)법인장
포항에스알디씨,김정수,오늘,에너지부,홍보위원,국장,010-2378-1021,,B조,파견,3기/B조/이동기기 운전 및 관리,외주실장,POSCO-China(중국)대표법인장
피엠씨텍,김정오,내일,산소공장,회장보좌역,그룹장,010-6723-1942,,C조,육아휴직,3기/B조/이동기기및 CDQ  업무관리(주임),스테인리스부소장,POSCO-China(중국)부법인장
PNR,김정용,모레,LNG터미널공장,간호사,대표법인장,010-2345-6823,,D조,예비군훈련,3기/C조/CDQ 운전 및 관리,포항부소장,POSCO-CSPC(소주)법인장
포스코A&C,김정우,어제,광양제철소협의회근무,리더직무대행,대표이사 회장,010-3457-2429,,A조,민방위,3기/C조/이동기기 및 CDQ 업무 관리(주임),포항제철소장,POSCO-ESDC(슬로베니아)법인장
포스코,김정욱,오늘,포철기연파견,마스터,반장,010-3578-4550,,B조,안식월,3기/C조/이동기기 운전 및 관리,PT.KRAKATAU POSCO 법인장,POSCO-India(인도)대표법인장
포스코P&S,김정은,내일,포스코켐텍파견,본부장대행,법무위원,010-2222-1146,,C조,휴무,3기/D조/CDQ 운전 및 관리,인니법인장,POSCO-ITPC(이탈리아)법인장
포스코켐텍,김정중,모레,스테인리스마케팅실,전문임원,법인장,010-1234-1146,,D조,연차,3기/D조/이동기기 및 CDQ 업무 관리(주임),광양제철소장,POSCO-Japan(일본)대표법인장
포스코강판,김정택,어제,도금공장,그룹장대우,본부장,010-3321-1269,,A조,교육,3기/D조/이동기기 운전 및 관리,경영지원본부장,POSCO-Maharashtra(인도)법인장
포스코건설,김정하,오늘,4열연공장,비상근이사,부공장장,010-1234-1269,,B조,반차,3기/D조/코크스반 주임,기술투자본부장,POSCO-Malaysia(말레이시아)법인장
포스코E&E,김정한,내일,3제강공장,사무직사원,부리더,010-6271-4716,,C조,출장,3기/로체.연소반/3기로체.연소 업무 관리(주임),철강생산본부장,POSCO-MESDC(멕시코)법인장
포스코에너지,김정환,모레,3연주공장,월촉탁,부문장,010-333-1269,,D조,파견,3기/로체연소반/3기 로체관리,철강부문장,POSCO-Mexico(멕시코)법인장
포스코ESM,김정훈,어제,철강사업본부,총괄파트장,부법인장,010-3245-6306,,A조,육아휴직,3기/로체연소반/3기 연소관리,철강사업본부장,POSCO-MKPC(쿠알라룸푸르)법인장
포스코인재창조원,김종민,오늘,철강사업전략실,전문과장,부장,010-2347-1269,,B조,예비군훈련,3기/로체파트/로체연소 업무총괄(파트장),가치경영센터장,POSCO-MPPC(멕시코)법인장
포스코휴먼스,김종섭,내일,마케팅전략그룹,전문차장,부장대우,010-5672-1359,,C조,민방위,3기/이동기기 운전 및 관리,CEO,POSCO-PMPC(마닐라)법인장
포스코ICT,김종안,모레,철강사업지원그룹,직책과장,비상임고문,010-2378-1022,,D조,안식월,3기/조업/이동기기 및 CDQ 업무 총괄(파트장),선강담당 부소장,POSCO-PWPC(폴란드)법인장
포스코엠텍,김종웅,어제,무역통상그룹,기술연구소장,사무소장,010-6723-1943,,A조,휴무,3기/조업/이동기기 운전 및 관리,선재제어냉각PJT팀장,POSCO-RU(러시아)법인장
포스코플랜텍,김종육,오늘,글로벌마케팅조정실,센터원,사외이사,010-2345-6824,,B조,연차,3냉연 2CAL 출측 Local,CSP 조업담당 임원,POSCO-SouthAsia(태국)대표법인장
포스코미소금융재단,김종윤,내일,판매생산계획그룹,경영지원실장,상임이사,010-3457-2430,,C조,교육,3냉연 PCM,행정담당 부소장,POSCO-TCS(태국)법인장
포스웰,김종일,모레,박판수주공정그룹,스틸앤건축사업실장,센터장,010-3578-4551,,D조,반차,3냉연 TCM 품질개선활동 및 조직단위 소통문화 개선,POIST실용화추진반장,POSCO-TNPC(터키)법인장
포스코교육재단,김종현,어제,후판수주공정그룹,담당임원,실장,010-2222-1147,,A조,출장,3냉연 노후설비교체,주문외제품ValueUp-PJT팀장,POSCO-Vietnam(베트남)법인장
포스메이트,김종호,오늘,국내물류그룹,대표이사사장,안전파트장,010-1234-1147,,B조,파견,3냉연 소둔 기계파트장,자동차소재마케팅실장,POSCO-VST(베트남)법인장
포스파워,김종홍,내일,해외물류그룹,감사,연구소장,010-3321-1270,,C조,육아휴직,3냉연 소둔 전기파트장,HR혁신실장,PT. POSCO-Indonesia Inti(인도네시아)대표법인장
철강융합신기술연구조합,김주영,모레,강건재열연마케팅실,주임직무대리,연구원장,010-1234-1270,,D조,예비군훈련,3냉연공장 안전 및 행복 도우미,정도경영실장,VPS(베트남)법인장
포스코경영연구원,김주형,어제,열연판매그룹,촉탁직원,일반,010-6271-4717,,A조,민방위,3냉연공장 원가절감 활동 ('17.3.8~6.9),법무실 법무위원,광동순덕포항강판유한공사(중국)법인장
포항공과대학교,김주혜,오늘,티타늄판매그룹,파트장직무대리,자문교수,010-333-1270,,B조,안식월,3냉연공장 품질관리,STS담당 부소장,광동포항기차판유한공사(중국)법인장
포스코청암재단,김주환,내일,철강생산본부,PL,자문역,010-3245-6307,,C조,휴무,3도금 검사업무,광양제철소 행정담당 부소장,장가항포항불수강유한공사(중국)법인장
포스코기술투자,김준모,모레,STRIP기술개발추진반,SL,제철소부소장,010-2347-1270,,D조,연차,3도금공장 엔지니어 (MCL),HiFAME연구PJT팀장,중경포항중강기차판유한공사(중국)법인장
RIST,김준석,어제,가공공장,리더직무대리,제철소장,010-5672-1360,,A조,교육,3도금공장 엔지니어(6CGL),정보기획실장,청도포항불수강유한공사(중국)법인장
리스텍비즈,김준선,오늘,노재그룹,법인장직무대리,주임,010-2378-1023,,B조,반차,3도금공장 품질업무,PT.KRAKATAU POSCO 생산본부장,미얀마법인장
순천에코트랜스,김준성,내일,제선연구그룹,관리장,주임급,010-6723-1944,,C조,출장,3선재 냉각,글로벌마케팅조정실장,터키법인장
SNNC,김준용,모레,강재1연구그룹,관장,주임대우,010-2345-6825,,D조,파견,3선재 압연반,전기전자마케팅실장,재팬피씨법인장
포스코터미날,김준응,어제,강재2연구그룹,데미쉐프,추진단장,010-3457-2431,,A조,육아휴직,3선재 압연반 선재직,해외사업관리실장,SS VINA 법인장
포스코아이씨티,김준표,오늘,STS연구그룹,부이사장,추진반장,010-3578-4552,,B조,예비군훈련,3선재공장 /정정파트장,신사업실장,타이녹스법인장
부산E&E,김준하,내일,포항연구인프라그룹,부지배인,추진반장(기술위원),010-2222-1148,,C조,민방위,3선재공장 압연직,에너지조선마케팅실장,베트남대표법인장
포스코대우,김준호,모레,광양공정연구그룹,쉐프,추진반장(연구위원),010-1234-1148,,D조,안식월,3선재공장 압연파트장,포항연구소장,베트남부법인장
엔투비,김중원,어제,광양강재연구그룹,영양사,팀장,010-3321-1271,,A조,휴무,3선재공장/압연파트/압연반,포항제철소 선강담당 부소장,AAPC법인장
메가에셋,김중헌,오늘,광양연구인프라그룹,임원,팀장(기술위원),010-1234-1271,,B조,연차,3선탄 CDQ 전기 파트장,광양제철소 압연담당 부소장,남아공법인장
포항에스알디씨,김지성,내일,CDPC(성도),점장,팀장(마케팅위원),010-6271-4718,,C조,교육,3성형탄 기계정비,안전생산전략실장,미국대표법인장
피엠씨텍,김지수,모레,안전생산전략실,조리반장직무대행,팀장(연구위원),010-333-1271,,D조,반차,3소결 조업및 장입관리 (5층운전실),열연설비성능혁신PJT팀장,홍콩법인장
PNR,김지연,어제,글로벌O&M기획그룹,조리사,파트장,010-3245-6308,,A조,출장,3소둔기계(3HCL P.O.Reel~Coater 2DRL),광양제철소 설비담당 부소장,호주법인장
포스코A&C,김지완,오늘,해외조업기술지원그룹,조리실장,파트장(통합),010-2347-1271,,B조,파견,3소둔기계(나의 안전짝꿍:이완락),PosMAZIC연구PJT팀장,캐나다법인장
포스코,김지윤,내일,글로벌안전보건그룹,지배인,파트장급,010-5672-1361,,C조,육아휴직,3소둔전기 파트장(나의 안전 짝궁은 이형식),광양연구소장,중국대표법인장
포스코P&S,김지현,모레,자원그룹,캡틴,파트장대우,010-2378-1024,,D조,예비군훈련,3연속소둔파트/연속소둔3반] 입측운전 (나의안전짝꿍: 이상빈 사원),선재마케팅실장,중국부법인장
포스코켐텍,김지훈,어제,방재부,그룹리더,홍보위원,010-6723-1945,,A조,민방위,3연속파트 연속소둔3반 Entry 나의안전짝궁 최성민,광양제철소 SNG사업추진반장,소주법인장
포스코강판,김진국,오늘,환경자원그룹,코치,회장보좌역,010-2345-6826,,B조,안식월,3연주 3.4MC 기계파트/기계정비,원료6실장,슬로베니아법인장
포스코건설,김진길,내일,GPS제강PJT팀,행정실장,Chief PCP,010-3457-2432,,C조,휴무,3연주 34MC 기계 파트장,원료7실장,인도대표법인장
포스코E&E,김진수,모레,ER실,비상임자문위원,IP PJT 리더,010-3578-4553,,D조,연차,3연주 설비관리,재무실장,이탈리아법인장
포스코에너지,김진영,어제,기술연구조합,연구위원,Junior PCP,010-2222-1149,,A조,교육,3연주 설비반,유럽사무소장,일본대표법인장
포스코ESM,김진우,오늘,철강솔루션마케팅실,초빙연구원,PCE,010-1234-1149,,B조,반차,3연주 엔지니어,PosACT연구PJT팀장,마하라수트라법인장
포스코인재창조원,김진욱,내일,에너지조선솔루션그룹,관제사,PCP,010-3321-1272,,C조,출장,3연주 정정파트/정정2반,홍보위원,말레이시아법인장
포스코휴먼스,김진운,모레,강건재열연솔루션그룹,관제팀장,Senior PCE,010-1234-1272,,D조,파견,3연주 제어정비,포항제철소 안전설비담당 부소장,MESDC법인장
포스코ICT,김진웅,어제,전기전자솔루션그룹,궤도팀장,Senior PCP,010-6271-4719,,A조,육아휴직,3연주 크레인 기계정비,엔지니어링솔루션실장,멕시코법인장
포스코엠텍,김진태,오늘,표면처리강판사무국,기술부장,공장장,010-333-1272,,B조,예비군훈련,3연주공장,기술투자본부 기술위원 고로개수PJT팀장,쿠알라룸푸르법인장
포스코플랜텍,김진혁,내일,고Mn강특화솔루션PJT팀,기술팀장,국장,010-3245-6309,,C조,민방위,3연주공장 기술원,포항제철소 압연담당 부소장,MPPC법인장
포스코미소금융재단,김진호,모레,물류Infra혁신PJT팀,산업안전관리자,그룹장,010-2347-1272,,D조,안식월,3연주공장 연주파트장,철강사업전략실장,PMPC법인장
포스웰,김진희,어제,솔루션기획그룹,운영팀장,대표법인장,010-5672-1362,,A조,휴무,3연주공장 정정파트장,HR경영실장,PWPC법인장
포스코교육재단,김찬우,오늘,자동차소재솔루션그룹,차량팀장,대표이사 회장,010-2378-1025,,B조,연차,3연주전기정비 2MC 주조 및 4면 스카퍼,투자엔지니어링실장,러시아법인장
포스메이트,김찬중,내일,선재솔루션그룹,그룹장,반장,010-6723-1946,,C조,교육,3연주전기파트장,철강생산본부 기술위원,동남아시아대표법인장
포스파워,김창배,모레,해외사업운영그룹,관리자,법무위원,010-2345-6827,,D조,반차,3연주정비,GPS제강PJT팀장,TCS법인장
철강융합신기술연구조합,김창주,어제,감사기획그룹,경영지원팀장,법인장,010-3457-2433,,A조,출장,3연주정정,용강비정질PJT팀장,TNPC법인장
포스코경영연구원,김창현,오늘,감사1그룹,고문,본부장,010-3578-4554,,B조,파견,3연주제어,고Mn강특화솔루션PJT팀장,베트남법인장
포항공과대학교,김창환,내일,감사2그룹,과장,부공장장,010-2222-1150,,C조,육아휴직,3용융파트 용융1반 용융로 장입설비,ER실장,VST법인장
포스코청암재단,김천종,모레,감사3그룹,기사,부리더,010-1234-1150,,D조,예비군훈련,3전강 소둔전기 (3HCL),철강사업본부 연구위원,인도네시아대표법인장
포스코기술투자,김철,어제,연구원,기술이사,부문장,010-3321-1273,,A조,민방위,3전강 압연기계파트 (3APL),GigaSteel상용화추진반장,VPS법인장
RIST,김충성,오늘,윤리경영사무국,대리,부법인장,010-1234-1273,,B조,안식월,3전강 출입보안업무,기술연구원장,광동순덕법인장
리스텍비즈,김충수,내일,제추진단,발전운영팀장,부장,010-6271-4720,,C조,휴무,3전강압연기계_2ZRM,경영전략실장,광동포항법인장
순천에코트랜스,김충식,모레,포항센터,설비기술팀장,부장대우,010-333-1273,,D조,연차,3전기강판공장 3HCL 자재,홍보실장,장가항법인장
SNNC,김치열,어제,광양센터,안전보건혁신팀장,비상임고문,010-3245-6310,,A조,교육,3제강 2RH,철강솔루션마케팅실장,중경법인장
포스코터미날,김태근,오늘,산업기계소재판매그룹,연료화운영팀장,사무소장,010-2347-1273,,B조,반차,3제강 2RH 정련업무,설비자재구매실장,청도법인장
포스코아이씨티,김태영,내일,API강판판매그룹,주무,사외이사,010-5672-1363,,C조,출장,3제강 Crane 전기정비,국내사업관리실장,ASSAN법인장
부산E&E,김태완,모레,환경개선PJT팀,Director,상임이사,010-2378-1026,,D조,파견,# 4APL,스테인리스마케팅실장,일본코일센터통합법인장
포스코대우,김태우,어제,가치경영센터,Staff,센터장,010-6723-1947,,A조,육아휴직,#2 DCNL  (탈탄소둔반),노무외주실장,SSVINA 법인장
엔투비,김태은,오늘,경영전략실,Driver,실장,010-2345-6828,,B조,예비군훈련,#2CAL 연속소둔 (BP),기술경영실장,Thainox법인장
메가에셋,김태인,내일,경영기획그룹,E2,안전파트장,010-3457-2434,,C조,민방위,#2CAL 입측,법무실장,미주대표법인장
포항에스알디씨,김태준,모레,재무전략그룹,주임,연구소장,010-3578-4555,,D조,안식월,#2DNL코타운전,원료0실장,홍콩금융법인장
피엠씨텍,김태형,어제,투자관리그룹,E3,연구원장,010-2222-1151,,A조,휴무,#2HCL 세계최고의 전기강판생산,원료3실장,차이나대표법인장
PNR,김태호,오늘,경영진단그룹,E4,일반,010-1234-1151,,B조,연차,#3 HCL,원료4실장,차이나부법인장
포스코A&C,김태희,내일,국내사업관리실,과장대우,자문교수,010-3321-1274,,C조,교육,#3ACL,원료5실장,CSPC법인장
포스코,김표수,모레,해외사업관리실,E5,자문역,010-1234-1274,,D조,반차,#3ACL 업무,원료6실장,슬로베니아물류법인장
포스코P&S,김푸른,어제,재무실,E6,제철소부소장,010-6271-4721,,A조,출장,#3ACL 업무(소둔직),원료7실장,인도법인장
포스코켐텍,김학연,오늘,자금그룹,차장,제철소장,010-333-1274,,B조,파견,#3ACL 품질검사(안전짝궁:이춘우),원료8실장,이태리법인장
포스코강판,김한성,내일,국내금융섹션,G10,주임,010-3245-6311,,C조,육아휴직,#3APL,원료9실장,포스코재팬법인장
포스코건설,김한울,모레,국제금융섹션,Manager,주임급,010-2347-1274,,D조,예비군훈련,#3DNL,원료10실장,Maharashtra법인장
포스코E&E,김혁,어제,자금관리섹션,G10A,주임대우,010-5672-1364,,A조,민방위,#3PCM,원료11실장,말련법인장
포스코에너지,김현빈,오늘,회계그룹,G10B,추진단장,010-2378-1027,,B조,안식월,#3RH [나의안전짝꿍:김경환선배님],원료12실장,멕시코물류법인장
포스코ESM,김현석,내일,연결회계섹션,G11,추진반장,010-6723-1948,,C조,휴무,#4 Annealing & Pickling Line,원료13실장,포스코멕시코법인장
포스코인재창조원,김현수,모레,별도회계섹션,G12,추진반장(기술위원),010-2345-6829,,D조,연차,#4 ZRM 신설팀,원료14실장,쿠알라룸프법인장
포스코휴먼스,김현욱,어제,세무그룹,G13,추진반장(연구위원),010-3457-2435,,A조,교육,#4ACL,원료15실장,멕시코가공센터법인장
포스코ICT,김현정,오늘,국제조세섹션,G7,팀장,010-3578-4556,,B조,반차,#4ACL /나의 안전짝꿍(이성신),원료16실장,마닐라법인장
포스코엠텍,김현종,내일,세무기획섹션,P1,팀장(기술위원),010-2222-1152,,C조,출장,#4ACL 나의안전짝꿍  손호열,원료17실장,폴란드법인장
포스코플랜텍,김현준,모레,자산관리섹션,P10,팀장(마케팅위원),010-1234-1152,,D조,파견,#4ACL 조업,원료18실장,동남아대표법인장
포스코미소금융재단,김현중,어제,원가그룹,P2,팀장(연구위원),010-3321-1275,,A조,육아휴직,#4HCL 운전,원료19실장,태국가공센터법인장
포스웰,김현진,오늘,원가기획섹션,P3,파트장,010-1234-1275,,B조,예비군훈련,#BLOOM 주조작업,원료20실장,터키가공센터법인장
포스코교육재단,김현철,내일,포항원가섹션,P5,파트장(통합),010-6271-4722,,C조,민방위,&quot;Biz Model 구축으로 해외가공센터 경쟁력 강화&quot; 프로젝트수행,원료21실장,포스코베트남법인장
포스메이트,김현태,모레,광양원가섹션,P6,파트장급,010-333-1275,,D조,안식월,(1MC기계파트)2MC정정설비,인니법인장,인니대표법인장
포스파워,김현희,어제,IR그룹,P7,파트장대우,010-3245-6312,,A조,휴무,(2코크스 오븐공정) HMI 운전및 설비관리,철강사업본부장,아싼법인장
철강융합신기술연구조합,김형섭,오늘,IR섹션,P8,홍보위원,010-2347-1275,,B조,연차,(2도금 도금3반 주임) 생산/품질/설비관리,회장,미주법인장
포스코경영연구원,김형수,내일,HR경영실,P9,회장보좌역,010-5672-1365,,C조,교육,(2제강 기중기 파트 / 기중기 3반) 물류 전도사,광양선강부소장,이태리가공센터법인장
포항공과대학교,김형우,모레,HR전략그룹,PCP,Chief PCP,010-2378-1028,,D조,반차,(2제강 기중기 파트/기중기 3반)용강기중기 운전,포항행정부소장,쿠알라룸프가공센터법인장
포스코청암재단,김형주,어제,HR전략섹션,Senior,IP PJT 리더,010-6723-1949,,A조,출장,(2제강 기중기 파트/기중기2반 용강기중기 운전,자동차마케팅실장,마닐라가공센터법인장
포스코기술투자,김형준,오늘,성과지원섹션,Supervisor,Junior PCP,010-2345-6830,,B조,파견,(3제강 기중기파트/기중기반)용강기중기운전,인사실장,폴란드가공센터법인장
RIST,김혜경,내일,TTM섹션,계약직사원,PCE,010-3457-2436,,C조,육아휴직,(3CGL파트 도금3반) 검사업무.출측운전,법무실상무,SouthAsia법인장
리스텍비즈,김혜숙,모레,감사기획섹션,계장,PCP,010-3578-4557,,D조,예비군훈련,(4용융로파트) 용융로 Tower 및 Utility 설비 정비업무,STS부소장,TST법인장
순천에코트랜스,김혜원,어제,공정거래섹션,리더,Senior PCE,010-2222-1153,,A조,민방위,(3전강 정정파트) 4HCL 운전,광양행정부소장,ITPC법인장
SNNC,김호병,오늘,기업윤리섹션,매니저,Senior PCP,010-1234-1153,,B조,안식월,(4제강기중기파트/ 기중기반 )용강 기중기 운전직,인니생산본부장,쿠알라룸푸르가공센터법인장
포스코터미날,김호정,내일,시장분석섹션,부사장,공장장,010-3321-1276,,C조,휴무,(5CGL 도금2반) 중앙운전,가정간판마케팅실장,MYANMAR-POSCO(미얀마)법인장
포스코아이씨티,김호준,모레,마케팅지원섹션,부장,국장,010-1234-1276,,D조,연차,(6CGL 입측운전)알카리 농도관리,해외사업실장,POSCO ASSAN TST(터키)법인장
부산E&E,김홍진,어제,고객지원섹션,사원,그룹장,010-6271-4723,,A조,교육,(6CGL출측) 출측/검사,포항선강부소장,POSCO Japan PC(일본)법인장
포스코대우,김홍철,오늘,해외법인운영1섹션,상무급,대표법인장,010-333-1276,,B조,반차,(5CGL파트 도금2반) 입측운전,광양선강부소장,POSCO SS VINA(베트남)법인장
엔투비,김화랑,내일,해외법인운영2섹션,이사부장,대표이사 회장,010-3245-6313,,C조,출장,(7CGL 입측) ACT 농도관리,Smart Factory추진팀장,POSCO Thainox(태국)법인장
메가에셋,김훈정,모레,무역통상1섹션,전무,반장,010-2347-1276,,D조,파견,(7CGL)전처리 AL농도,광양설비부소장,POSCO Vietnam Holdings(베트남)대표법인장
포항에스알디씨,김흥렬,어제,무역통상2섹션,지사장,법무위원,010-5672-1366,,A조,육아휴직,(6CGL파트 도금3반) 입측운전,홍보상무,POSCO Vietnam Holdings(베트남)부법인장
피엠씨텍,김흥환,오늘,박판수주섹션,현장실습생,법인장,010-2378-1029,,B조,예비군훈련,(6CGL파트 도금3반)중앙운전,포항안전설비부소장,POSCO-AAPC(알라바마)법인장
PNR,김희준,내일,포항박판공정섹션,사장,본부장,010-6723-1950,,C조,민방위,(6CGL파트.도금3반)검사.출측운전,비서실장,POSCO-Africa(남아공)법인장
포스코A&C,김희찬,모레,광양박판공정섹션,상무이사,부공장장,010-2345-6831,,D조,안식월,(6cgl파트.도금3반)중앙운전,PR실장,POSCO-America(미국)대표법인장
포스코,김희철,어제,STS수주공정섹션,총괄업무,부리더,010-3457-2437,,A조,휴무,(7 CGL파트 CCL 도금3반)출측 검사,솔루션마케팅실장,POSCO-Asia(홍콩)법인장
포스코P&S,김희태,오늘,선재공정섹션,P4,부문장,010-3578-4558,,B조,연차,(A조)기중기 주임,자재구매실장,POSCO-Australia(호주)법인장
포스코켐텍,김희택,내일,판매생산계획섹션,P5A,부법인장,010-2222-1154,,C조,교육,(CGL/A조)주임/안전짝꿍:이대영,국내사업실장,POSCO-Canada(캐나다)법인장
포스코강판,나경원,모레,원료수급계획섹션,P5B,부장,010-1234-1154,,D조,반차,(D조) 검사파트 STS/ 소재품질검사,노무실장,POSCO-China(중국)대표법인장
포스코건설,나계동,어제,판매공정시스템섹션,기술위원,부장대우,010-3321-1277,,A조,출장,(D조)용강기중기운전,법무상무,POSCO-China(중국)부법인장
포스코E&E,나범준,오늘,물류기획섹션,수석,비상임고문,010-1234-1277,,B조,파견,(HCGL) 산세 도금직,스텐레스부소장,POSCO-CSPC(소주)법인장
포스코에너지,나병덕,내일,국내물류계약섹션,주무을,사무소장,010-6271-4724,,C조,육아휴직,(KP) 원료기계정비 컨설턴트,포항안전부소장,POSCO-ESDC(슬로베니아)법인장
포스코ESM,나영훈,모레,내수출하섹션,외주직,사외이사,010-333-1277,,D조,예비군훈련,(MCL파트 MCL도금반) 입출측 운전작업,외주실장,POSCO-India(인도)대표법인장
포스코인재창조원,나정수,어제,수출물류계약섹션,자문역,상임이사,010-3245-6314,,A조,민방위,(MCL파트 MCL도금반)제품검사,스테인리스부소장,POSCO-ITPC(이탈리아)법인장
포스코휴먼스,나태호,오늘,수출출하섹션,자문위원,센터장,010-2347-1277,,B조,안식월,(Mg판재) 자동차향 수요개발,포항부소장,POSCO-Japan(일본)대표법인장
포스코ICT,남궁보선,내일,솔루션전략섹션,A1,실장,010-5672-1367,,C조,휴무,(POSCO-Vietnam) 경영지원실,포항제철소장,POSCO-Maharashtra(인도)법인장
포스코엠텍,남궁준,모레,솔루션운영섹션,E1,안전파트장,010-2378-1030,,D조,연차,(POSCO-Vietnam) 내수판매부장,PT.KRAKATAU POSCO 법인장,POSCO-Malaysia(말레이시아)법인장
포스코플랜텍,남기택,어제,품질보증그룹,E7,연구소장,010-6723-1951,,A조,교육,(POSCO-Vietnam) 재무부장,인니법인장,POSCO-MESDC(멕시코)법인장
포스코미소금융재단,남범희,오늘,품질보증시스템섹션,P11,연구원장,010-2345-6832,,B조,반차,(POSCO-Vietnam) 정비부장,광양제철소장,POSCO-Mexico(멕시코)법인장
포스웰,남석현,내일,품질인증섹션,P12,일반,010-3457-2438,,C조,출장,(PT.KP 파견)크레인 기계정비 총괄,경영지원본부장,POSCO-MKPC(쿠알라룸푸르)법인장
포스코교육재단,남승현,모레,품질설계1그룹,P13,자문교수,010-3578-4559,,D조,파견,(Posco-Vietnam) 품질서비스부장 (한국-3hr),기술투자본부장,POSCO-MPPC(멕시코)법인장
포스메이트,남시경,어제,열연설계섹션,Advisor,자문역,010-2222-1155,,A조,육아휴직,(R&D지원_강구조시험)시험지원총괄(PR207),철강생산본부장,POSCO-PMPC(마닐라)법인장
포스파워,남시범,오늘,선재설계섹션,일반,제철소부소장,010-1234-1155,,B조,예비군훈련,(Staff)안전직[연구1동 342호],철강부문장,POSCO-PWPC(폴란드)법인장
철강융합신기술연구조합,남우현,내일,후판설계섹션,계약직,제철소장,010-3321-1278,,C조,민방위,(경남TSC)울산/양산/밀양/동부산 비자동차 제품담당(울산시 신정동),철강사업본부장,POSCO-RU(러시아)법인장
포스코경영연구원,남인우,모레,STS열연설계섹션,일반직,주임,010-1234-1278,,D조,안식월,(경남TSC)울산/양산/북부산/대구지역 자동차제품 담당 (울산 신정동),가치경영센터장,POSCO-SouthAsia(태국)대표법인장
포항공과대학교,남인혜,어제,STS냉연설계섹션,총괄직,주임급,010-6271-4725,,A조,휴무,(고로개수PJT팀 파견)고로개수업무,CEO,POSCO-TCS(태국)법인장
포스코청암재단,남일,오늘,품질설계2그룹,Sr.Manager,주임대우,010-333-1278,,B조,연차,(광)1연주공장 2M/C 주조직,선강담당 부소장,POSCO-TNPC(터키)법인장
포스코기술투자,남정태,내일,냉연전기강판설계섹션,대리갑,추진단장,010-3245-6315,,C조,교육,(광)1연주공장 조업2파트장,선재제어냉각PJT팀장,POSCO-Vietnam(베트남)법인장
RIST,남정필,모레,표면처리설계섹션,부총괄직,추진반장,010-2347-1278,,D조,반차,(광)50/60Kg급 재료설계및 진행관리(동관20층),CSP 조업담당 임원,POSCO-VST(베트남)법인장
리스텍비즈,남주상,어제,자동차강판개발섹션,사원갑,추진반장(기술위원),010-5672-1368,,A조,출장,(광)냉연/도금(동관20층),행정담당 부소장,PT. POSCO-Indonesia Inti(인도네시아)대표법인장
순천에코트랜스,남진하,오늘,자동차강판설계섹션,주무갑,추진반장(연구위원),010-2378-1031,,B조,파견,(광)수주업무(동관20층),POIST실용화추진반장,VPS(베트남)법인장
SNNC,남철순,내일,성형연구그룹,과장급,팀장,010-6723-1952,,C조,육아휴직,(광양)연구장치_사양검토/검수/FAT,주문외제품ValueUp-PJT팀장,광동순덕포항강판유한공사(중국)법인장
포스코터미날,노동훈,모레,성능연구그룹,기타비상무이사,팀장(기술위원),010-2345-6833,,D조,예비군훈련,(광양)제강부 경쟁력 향상,자동차소재마케팅실장,광동포항기차판유한공사(중국)법인장
포스코아이씨티,노득렬,어제,구조연구그룹,대리급,팀장(마케팅위원),010-3457-2439,,A조,민방위,(광양)후판부 열처리업무,HR혁신실장,장가항포항불수강유한공사(중국)법인장
부산E&E,노정훈,오늘,접합연구그룹,부장급,팀장(연구위원),010-3578-4560,,B조,안식월,(광양구매) 광양구매 및 재활용 총괄,정도경영실장,중경포항중강기차판유한공사(중국)법인장
포스코대우,노철호,내일,플랜트내수섹션,사원급,파트장,010-2222-1156,,C조,휴무,(기계기술.투자),법무실 법무위원,청도포항불수강유한공사(중국)법인장
엔투비,노향옥,모레,플랜트수출섹션,상무보대우,파트장(통합),010-1234-1156,,D조,연차,(기기운전파트/기기운전설비반)슬러지처리실,STS담당 부소장,미얀마법인장
메가에셋,노현유,어제,조선소재섹션,연봉계약직,파트장급,010-3321-1279,,A조,교육,(기술 AE108)  HPF201톤 성형 Test,광양제철소 행정담당 부소장,터키법인장
포항에스알디씨,노홍균,오늘,현대중공업KAM섹션,임시직,파트장대우,010-1234-1279,,B조,반차,(기술)공사설계,HiFAME연구PJT팀장,재팬피씨법인장
